Crop_Name,Soil_Type,Temperature,Rainfall,Humidity,Fertilizer,Irrigation,Yield
Wheat,Clay,19.955067480439723,96.84148696623791,61.977162916307506,57.19523028726054,5.311831350612847,311.2334915612687
Soybean,Sandy,16.028516269685007,124.45493708018545,59.84214244584446,70.1092668980353,20.418244074916437,330.36847674135595
Maize,Silt,17.131965062675437,61.27066726037131,66.40943781018017,89.45895794474382,18.768047928554722,268.7091912699418
Barley,Sandy,31.382046353483993,169.91238184534689,64.73482354272133,62.657416467595525,16.804613337381742,429.53992512592555
Maize,Loamy,22.219477938800537,63.73731099899512,75.86567877311214,46.41823571027537,24.00474707641605,246.0719960187746
Potato,Silt,25.838018947567164,180.94187538146124,66.61124432047805,126.78733774337397,18.175667334214346,547.4617325286404
Wheat,Sandy,20.384148467767787,92.45978257826596,47.490040265775576,79.15399709145123,7.212094418196022,361.8525928486216
Sugarcane,Loamy,25.33945978585799,204.61304008702598,77.43372518431377,238.65942930647955,29.565873677480518,1365.9986181611243
Cotton,Saline,33.88532978226868,121.13213249861957,73.10213254946567,131.34592782420845,11.382009464865114,393.75580222866273
Wheat,Peaty,11.808503286659182,53.84766008146046,60.88866327634419,67.1899971014453,12.247667715287616,278.14544831568213
Rice,Saline,20.980345111984136,197.29355067459156,76.18473877126011,129.07231648389637,13.1875250293207,722.2970655786909
Wheat,Peaty,19.23794782273457,61.64797373768169,40.73202344669614,109.60790991207439,5.212694108503872,343.14736806891096
Maize,Sandy,32.49403345368399,129.3405701040818,76.95338492564481,125.85398829283984,24.95868221066675,578.1286552756148
Barley,Peaty,23.03861827218484,121.98134304558633,61.3752731609185,134.84125370236063,24.681669383985902,472.3492544648642
Sugarcane,Clay,32.68273413864518,162.66501732510005,80.53392505692676,210.63734523833372,18.581657186524534,1051.508032234502
Sugarcane,Saline,27.87238991654082,144.4462180683985,75.84019377624774,106.31397844545428,15.268109021001207,726.7982811913239
Potato,Saline,34.75444779472063,114.16597006037935,49.216332357984086,111.55767392316838,9.365077757301282,403.9923180505426
Maize,Clay,32.58236615124329,191.70980334371154,53.37007556249348,103.60936670528493,8.340678921841505,466.9078563116117
Wheat,Silt,24.86752939205465,61.58358506917217,68.28195322405377,91.97173191938947,11.077367948788591,279.94054387801964
Wheat,Saline,12.647920480082623,61.02431045350877,45.593147864327634,102.36675788534026,8.501252591667301,327.3827868979172
Soybean,Clay,16.156853531267927,195.3653945211217,74.18929424817128,141.33027398342557,24.898156452928706,597.612617566866
Potato,Sandy,30.164769514081826,154.40309270806884,37.69479531699275,127.89997499887413,9.488811436733213,433.8848843389261
Potato,Sandy,19.47635229645246,130.54616343401204,59.64699674208516,99.61034494053735,6.829736747955097,377.817599018844
Maize,Peaty,17.590298425656083,183.31221198034658,77.78257491148767,133.45531407185408,21.19032149449756,611.2175129589573
Cotton,Clay,28.104839612780435,132.6286055913709,34.34933799557051,79.01438556848385,12.45377034024628,430.340376275748
Soybean,Saline,24.917514701575417,62.15693238614719,41.009160097490565,111.99105163915151,6.522617189806004,282.54676333008734
Barley,Sandy,32.02413828097538,124.27197905209614,54.0293288663324,101.08893415914211,21.493619318502983,516.4139699871721
Rice,Peaty,28.485979459936864,190.0542405254132,86.35889959065474,129.7426021606928,16.584518346584254,595.842601220162
Maize,Saline,32.011634581884834,180.09413014397035,65.41814883575174,130.44159940364065,18.949429233385672,631.4630059607485
Wheat,Silt,21.290749593364616,57.93025526465368,66.42612277596785,109.74748221961856,5.2924728303455915,381.88299319113673
Maize,Peaty,31.516335011295254,69.33048012101678,46.75594271295709,119.22099075499293,8.215197920966164,361.7262429405601
Rice,Sandy,27.612016006412542,150.95788075752503,68.61114399524739,111.69269183757422,19.811861780274235,605.6369141144278
Wheat,Sandy,19.477202905250024,62.99017905320799,59.02017109298834,83.19883037726844,12.798453951511437,327.30846689837256
Soybean,Peaty,25.825331573522206,194.4488005788492,47.0936083019343,105.91462717607378,23.64056211020035,548.0166379199497
Potato,Clay,17.050194559813583,190.58427308546766,64.39428611504067,38.14044709262063,11.019271338936324,389.5431057534926
Cotton,Loamy,26.643409203525465,101.88245854294351,61.04577588837385,35.489044057501545,22.430736123047524,328.0543899221403
Sugarcane,Silt,34.73488969177397,245.33167829285372,88.74129579357312,119.5129360195948,26.373947938935338,1197.8949550709772
Sugarcane,Peaty,32.70407417807793,202.49430649097576,81.14756765941871,141.04399994224988,29.956867502365668,920.2396759190777
Barley,Sandy,23.523626044719457,117.70805364945132,38.181191059583455,125.37714584999152,18.87364451562977,515.6602781194421
Rice,Saline,24.09889290497314,292.62953433756155,64.53173675342701,93.2334801042602,19.436159201675988,943.6833833355623
Wheat,Sandy,16.295909753891834,81.92629738320429,51.92783193888383,61.937216187893604,14.839776479598282,341.42063968852716
Rice,Loamy,23.449319088366295,181.9657056037625,60.93402248653534,115.1666825375885,13.685263437237612,604.0906792752106
Sugarcane,Silt,33.64358249839637,170.98148600373358,94.20483569786805,127.82882735546818,28.02934751933416,1091.921175672812
Cotton,Sandy,31.895664562337753,164.15359864144983,61.31101608157077,45.74938532188651,5.650523589825038,396.03941421022876
Barley,Clay,33.41695695631374,142.49754717811072,69.82686454880881,87.782682181506,7.34616377924789,423.52937886154587
Soybean,Sandy,23.606117897989254,80.07870900505051,54.579727337071844,37.70507244901609,16.639428038287974,246.62909122423258
Rice,Sandy,24.034901066526466,269.63386509557824,69.31085876770722,95.52201490818013,10.116205399081007,732.2555494182593
Barley,Loamy,24.59877669434247,140.00308221789555,44.58312893546516,113.3978263351851,22.20244794378409,459.5485671606803
Sugarcane,Silt,32.798509888933495,105.94282380225357,82.01267368144572,115.73952676272623,18.63067523793791,898.6405737931343
Maize,Clay,29.049299410882078,133.9473025230371,30.488542370959184,69.17535698927902,15.354232867694229,394.25705857311385
Rice,Peaty,21.3179974871725,202.59403968137713,60.996093263740995,57.85784971550208,13.96923276201596,583.6668648073859
Maize,Saline,28.789299382745313,170.08800486636244,40.007512212240506,50.09790987108837,7.091356806688005,346.2636346089183
Barley,Silt,27.728604990872732,155.9713589730352,31.579307241282102,142.34546954924278,6.039425673029449,589.8448708866378
Barley,Loamy,32.41938247492171,157.11303981986418,70.08640415348958,70.73402310513673,21.296502274930244,475.81823441404407
Barley,Clay,16.6022969276935,184.22249840907915,57.37961880768681,128.07573239549924,14.046365690366002,562.9572319433707
Rice,Saline,30.973842826329978,162.24449730458844,61.81056251971691,74.71032340101465,11.595446801131883,621.3305604926627
Cotton,Loamy,32.435671331844034,82.88209810370665,78.79326279095656,70.42749501253283,8.642358313773986,315.34259738336533
Maize,Saline,24.96391432906278,133.30453264064468,65.96008891361319,57.41456895975585,24.926678321134837,457.13619997638233
Barley,Peaty,34.49586324293566,147.54885295204053,39.97712254645725,111.62738909175496,6.443968179583517,498.0280075844226
Maize,Silt,29.54338139532616,161.40597817999716,51.274666722403765,71.51219910563555,12.420775259692054,423.857672085241
Soybean,Saline,34.752991274721154,56.01637871187237,73.35157480612243,99.4410490286872,13.77230838379181,319.6239082699323
Maize,Sandy,32.468464761633214,185.10527960168878,51.08604634367277,63.21933566820619,16.847006571867244,556.4597089661027
Soybean,Silt,33.24726691233382,81.59932835084999,61.14832917817414,105.78722641110247,19.66226044830562,408.7590649699211
Sugarcane,Loamy,34.09032520665641,126.9524663305363,75.93858312309695,245.70926410624594,17.714654290642347,969.875193849687
Wheat,Clay,22.815776400543687,74.61389282240174,47.41693223209531,109.65999210180091,9.453052550026655,290.82070402942344
Maize,Silt,26.85901702869855,74.5285808877534,49.55407683258804,146.3294786802345,10.16266865402255,408.1764744605952
Barley,Sandy,28.134733290825842,98.77850963370423,68.67365628433004,45.70483928620198,24.396420901570895,289.16440043763333
Maize,Sandy,16.469934946600254,75.46368576313111,55.988697427800886,70.44038117175435,21.57766731765219,312.87545038921724
Potato,Clay,23.617750473236118,87.30714088814449,60.8572493302015,114.8132660262535,8.340838158018997,390.67025624556254
Barley,Loamy,24.492617514996276,176.62556734537958,70.28350764750266,100.24252372761026,22.365425610265174,593.958106801658
Soybean,Clay,19.116824200735365,66.78794290965918,43.48748057584948,36.85042273071778,15.62339056002064,233.96433697037034
Soybean,Clay,33.6775003505581,97.42341574651257,55.36174043441962,34.98874308604705,7.966864019241777,236.8234963402994
Soybean,Sandy,34.73260245917694,194.76780446540684,30.246999046720482,144.2174142507887,17.78239875631001,606.1336812465528
Soybean,Silt,25.311920571585006,123.32698703853802,63.34321287730522,46.75815057075755,5.599471797453559,335.72162054513444
Soybean,Peaty,21.158598831823817,155.70211441049702,40.09267260614742,110.81189199899008,24.39824092214541,532.863306972298
Maize,Sandy,23.875004386091423,180.2213381566258,38.857489472369295,113.11511426713975,21.762305792962206,515.0792164560994
Rice,Sandy,34.16921329211035,252.48720424344685,74.91524292025282,111.78472402012139,18.68904984478718,748.0227083886348
Barley,Saline,33.61897391013956,153.42901265473415,63.82566928886233,55.881018287726064,18.177709404653143,423.13178669713346
Maize,Sandy,22.877288113083168,147.6849465562238,35.32965151539953,108.94143655236432,24.98827451541333,558.8080813445789
Barley,Loamy,30.64770968116547,135.0524391480002,66.92246046256633,135.42186735616173,13.082806433020659,476.3568248521375
Rice,Peaty,24.90549742344858,250.13900783453772,84.23537825823776,126.22851347766158,17.978136488586344,894.1083189569558
Rice,Peaty,21.80313583055913,231.67336469412743,60.172759814943646,82.45858299002703,13.66461534871398,648.843236775449
Wheat,Sandy,15.942590374138831,84.7733603344931,51.65674303811037,75.89548980980246,7.375441308743275,272.00631576038114
Soybean,Loamy,16.46391847536887,140.51728900720667,63.410639927750815,104.33884152115374,14.269880876011447,414.3350445246331
Soybean,Loamy,22.595715603584594,179.50004743577378,55.9540892568109,87.50182531556771,5.512841316128714,393.65743354167614
Maize,Saline,22.976455617938008,137.02585538409983,56.68012733634392,102.94861113521335,20.297665230842565,392.9873438631626
Wheat,Clay,22.1947860807414,85.90615381132471,68.66571087864804,41.45860661410893,6.957779856835461,251.43156850232742
Maize,Saline,33.54069089592613,59.04010854343413,76.72180134027572,72.19472246875613,7.02841656898433,268.6422477033909
